,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,AGE,YEARS_EMPLOYED,YEARS_REGISTRATION,YEARS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,YEARS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_LE,CODE_GENDER_LE,FLAG_OWN_CAR_LE,FLAG_OWN_REALTY_LE,NAME_TYPE_SUITE_LE,NAME_INCOME_TYPE_LE,NAME_EDUCATION_TYPE_LE,NAME_FAMILY_STATUS_LE,NAME_HOUSING_TYPE_LE,OCCUPATION_TYPE_LE,WEEKDAY_APPR_PROCESS_START_LE,ORGANIZATION_TYPE_LE,TARGET
93386,201743,0,19.0,86.0,2.0,86.0,0.0116569999999999,43.0,6.0,20.0,10.0,1,1,1,1,1,0,1.0,1,1,10,0,0,0,1,1,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,1,4,2,1,3,6,50,1
20921,304034,1,11.0,28.0,1.0,28.0,0.035792,39.0,1.0,20.0,14.0,1,1,0,1,0,0,3.0,2,2,14,0,0,0,0,1,1,4.0,1.0,4.0,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,6,1,4,0,1,2,5,42,1
15392,249098,1,11.0,22.0,1.0,22.0,0.031329,27.0,7.0,3.0,3.0,1,1,1,1,0,0,3.0,2,2,15,0,0,0,0,0,0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,7,4,1,1,8,5,53,1
72648,436161,0,20.0,108.0,3.0,94.0,0.025164,49.0,20.0,11.0,4.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,1,6,1,4,0,1,6,1,55,1
40904,185335,0,25.0,25.0,3.0,22.0,0.02461,29.0,8.0,0.0,8.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,1,7,4,1,1,8,5,7,1
5297,374117,1,18.0,28.0,1.0,22.0,0.01885,33.0,1.0,5.0,11.0,1,1,0,1,0,0,3.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,5,7,4,1,1,8,0,14,1
72164,449907,1,22.0,107.0,3.0,90.0,0.019101,53.0,12.0,18.0,8.0,1,1,0,1,0,0,3.0,2,2,10,0,0,0,0,1,1,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,6,7,4,1,1,8,6,14,1
48411,385985,0,20.0,90.0,4.0,90.0,0.0196889999999999,42.0,11.0,14.0,11.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,7,4,1,1,14,0,42,1
11843,372196,0,8.0,50.0,2.0,41.0,0.010966,40.0,3.0,3.0,11.0,1,1,1,1,0,1,1.0,2,2,10,0,0,0,0,0,0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,6,4,4,3,1,8,5,30,1
41366,360841,0,7.0,22.0,1.0,22.0,0.026392,63.0,-1001.0,26.0,11.0,1,0,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,6,3,4,1,1,17,5,57,1
6286,123568,1,18.0,101.0,5.0,90.0,0.014464,43.0,5.0,11.0,7.0,1,1,0,1,1,0,3.0,2,2,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0,1,1,0,6,7,4,1,1,8,0,14,1
71178,327725,1,34.0,58.0,3.0,58.0,0.04622,36.0,10.0,20.0,15.0,1,1,1,1,0,0,3.0,1,1,19,0,0,0,0,0,0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,6,4,1,1,1,3,6,11,1
71380,191707,0,16.0,55.0,3.0,45.0,0.00496,33.0,4.0,16.0,12.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,1,1,1,1,10,6,5,1
77064,230573,0,16.0,39.0,3.0,39.0,0.072508,28.0,1.0,13.0,2.0,1,1,0,1,1,0,1.0,1,1,19,0,0,0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,4,4,3,5,17,4,4,0
46079,140471,0,40.0,76.0,3.0,76.0,0.032561,33.0,5.0,11.0,5.0,1,1,0,1,1,0,2.0,1,1,15,0,0,0,0,0,0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,0,6,1,4,1,1,3,2,5,1
78773,449356,0,38.0,89.0,4.0,72.0,0.04622,24.0,5.0,0.0,3.0,1,1,0,1,0,0,1.0,1,1,11,0,1,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,6,4,2,3,1,3,4,31,1
38934,332469,0,16.0,56.0,3.0,56.0,0.00496,37.0,2.0,3.0,14.0,1,1,0,1,1,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,0,0,0,1,6,4,1,1,1,10,0,39,1
38999,380295,3,14.0,30.0,1.0,25.0,0.031329,30.0,2.0,1.0,6.0,1,1,1,1,0,0,5.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,7,4,1,1,8,6,5,0
90808,323689,0,14.0,37.0,3.0,37.0,0.026392,28.0,8.0,13.0,6.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,7.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,6,4,1,0,1,3,5,39,1
99429,337268,1,9.0,16.0,1.0,13.0,0.006852,25.0,3.0,1.0,5.0,1,1,1,1,0,0,3.0,3,3,10,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,6,7,1,0,1,0,4,5,1
44629,165236,0,14.0,58.0,3.0,40.0,0.031329,55.0,1.0,0.0,9.0,1,1,0,1,0,0,2.0,2,2,8,0,0,0,0,0,0,4.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0,0,0,1,6,7,4,1,1,11,4,5,1
94305,178053,0,20.0,57.0,2.0,50.0,0.0084739999999999,47.0,3.0,10.0,2.0,1,1,1,1,1,0,2.0,2,2,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,6,7,2,1,1,8,4,5,1
60716,171993,0,22.0,70.0,7.0,68.0,0.008575,40.0,3.0,40.0,9.0,1,1,1,1,0,0,2.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,0,6,7,4,1,1,8,6,5,1
48613,338347,1,16.0,38.0,3.0,38.0,0.026392,45.0,2.0,1.0,8.0,1,1,1,1,0,0,3.0,2,2,13,0,0,0,0,1,1,4.0,0.0,4.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,1,1,6,7,4,1,1,17,4,11,0
70467,408600,0,16.0,45.0,4.0,45.0,0.0145199999999999,33.0,7.0,2.0,2.0,1,1,0,1,1,0,2.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,7,4,1,1,3,5,28,1
58078,145946,0,14.0,126.0,5.0,116.0,0.00733,49.0,0.0,29.0,4.0,1,1,0,1,0,0,2.0,2,2,13,0,1,1,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,1,7,4,0,1,8,2,55,1
1485,139133,0,18.0,52.0,5.0,45.0,0.010032,27.0,1.0,5.0,6.0,1,1,0,1,1,0,1.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,6,1,4,3,5,8,1,42,0
26968,441524,0,11.0,18.0,1.0,18.0,0.0196889999999999,42.0,7.0,22.0,12.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,6,1,4,0,1,8,2,19,1
85983,335641,2,22.0,131.0,4.0,115.0,0.011703,37.0,6.0,6.0,12.0,1,1,0,1,0,0,4.0,2,2,13,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,1,1,6,7,4,0,1,4,0,5,0
92623,155622,2,8.0,10.0,1.0,10.0,0.010966,30.0,0.0,3.0,9.0,1,1,1,1,0,0,4.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,6,7,4,1,1,0,2,5,1
65170,175374,0,20.0,73.0,7.0,68.0,0.006207,45.0,7.0,17.0,12.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,4,0,1,12,0,42,1
72344,449564,0,27.0,59.0,3.0,45.0,0.010006,37.0,9.0,7.0,12.0,1,1,1,1,1,0,1.0,2,1,15,0,0,0,0,0,0,8.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,6,7,4,2,1,4,4,11,1
81213,130055,0,18.0,45.0,3.0,45.0,0.028663,28.0,4.0,2.0,1.0,1,1,1,1,0,0,2.0,2,2,9,0,0,0,0,1,1,5.0,0.0,5.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,1,0,1,1,1,0,1,10,0,5,1
43848,174698,0,11.0,41.0,2.0,34.0,0.011703,27.0,7.0,26.0,1.0,1,1,0,1,0,1,1.0,2,2,16,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,1,1,1,7,1,3,1,14,5,51,1
14275,407809,0,27.0,68.0,7.0,68.0,0.028663,54.0,6.0,4.0,9.0,1,1,0,1,0,0,1.0,2,2,16,0,0,0,0,0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,4,4,1,5,4,40,1
73232,205735,0,16.0,11.0,1.0,11.0,0.028663,30.0,4.0,0.0,3.0,1,1,0,1,0,0,1.0,2,2,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,0,6,7,4,3,5,14,6,7,1
92691,199349,1,9.0,94.0,3.0,68.0,0.020713,32.0,1.0,8.0,5.0,1,1,0,1,0,0,3.0,3,3,10,0,0,0,0,0,0,5.0,1.0,5.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,0,5,7,4,1,1,14,6,8,1
41441,245246,1,12.0,25.0,3.0,25.0,0.030755,52.0,2.0,14.0,6.0,1,1,1,1,1,0,3.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,1,1,6,1,4,1,1,14,0,42,1
7712,142663,0,18.0,70.0,4.0,63.0,0.010147,63.0,-1001.0,38.0,14.0,1,0,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,3,4,1,1,17,5,57,0
94886,191328,0,16.0,21.0,2.0,21.0,0.019101,48.0,7.0,17.0,3.0,1,1,1,1,0,0,1.0,2,2,21,0,0,0,0,0,0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0,1,1,1,1,7,4,2,1,17,0,5,1
14075,344103,0,18.0,60.0,3.0,45.0,0.007305,41.0,3.0,12.0,14.0,1,1,0,1,0,0,2.0,3,3,13,0,0,0,0,0,0,8.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1,1,6,7,4,1,1,8,1,38,1
59834,298370,0,22.0,22.0,1.0,22.0,0.032561,64.0,13.0,36.0,11.0,1,1,0,1,1,0,1.0,1,1,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,5.0,1,0,0,1,6,1,4,2,2,17,4,9,1
14020,390469,0,14.0,68.0,6.0,68.0,0.006207,36.0,10.0,7.0,13.0,1,1,1,1,1,1,2.0,2,2,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,6,7,1,1,1,3,5,11,1
23181,234858,1,16.0,31.0,2.0,24.0,0.031329,47.0,21.0,12.0,1.0,1,1,0,1,0,0,3.0,2,2,11,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,1,6,7,4,0,1,8,6,5,1
90928,105042,0,7.0,22.0,1.0,22.0,0.01885,47.0,10.0,18.0,1.0,1,1,1,1,1,0,2.0,2,2,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,6,7,4,1,1,3,4,28,0
51348,451030,0,9.0,45.0,3.0,45.0,0.026392,52.0,14.0,15.0,6.0,1,1,0,1,0,0,2.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,7,4,1,1,16,4,16,1
94763,339462,1,39.0,338.0,9.0,338.0,0.032561,43.0,1.0,3.0,10.0,1,1,1,1,1,0,3.0,1,1,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,6,1,1,1,5,17,6,5,1
53116,288925,0,11.0,27.0,2.0,23.0,0.019101,54.0,6.0,10.0,9.0,1,1,0,1,0,0,1.0,2,2,17,0,0,0,0,0,0,1.0,0.0,1.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,7,4,4,1,4,5,5,1
40192,208522,0,11.0,29.0,3.0,27.0,0.0116569999999999,59.0,7.0,30.0,5.0,1,1,0,1,0,0,1.0,1,1,12,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,4,2,1,17,5,30,1
2914,445406,0,11.0,15.0,2.0,14.0,0.005002,28.0,1.0,1.0,1.0,1,1,1,1,0,0,1.0,3,3,18,0,0,0,1,1,0,2.0,0.0,2.0,0.0,1.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,1,4,3,1,8,0,42,0
81277,285267,2,45.0,22.0,2.0,20.0,0.032561,40.0,2.0,1.0,11.0,1,1,1,1,0,1,4.0,1,1,15,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,1,6,4,1,1,1,6,5,11,1
29875,190332,0,4.0,9.0,1.0,9.0,0.008575,36.0,6.0,16.0,14.0,1,1,0,1,0,0,2.0,2,2,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,4,4,1,1,11,1,30,1
56642,270442,0,54.0,135.0,7.0,135.0,0.011703,46.0,4.0,10.0,1.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,6,1,1,1,1,10,1,42,1
78544,402207,0,18.0,43.0,2.0,37.0,0.00496,41.0,12.0,5.0,13.0,1,1,0,1,0,0,1.0,2,2,16,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,0,0,1,1,7,4,3,1,6,6,30,1
65401,139259,0,16.0,79.0,3.0,60.0,0.0031219999999999,55.0,14.0,14.0,9.0,1,1,0,1,0,0,1.0,3,3,11,0,0,0,0,0,0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,7,4,4,1,8,3,16,1
50000,267097,0,20.0,15.0,1.0,14.0,0.0096569999999999,36.0,8.0,20.0,11.0,1,1,0,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,1,6,1,1,0,1,8,2,55,1
34061,204968,0,9.0,22.0,2.0,19.0,0.0084739999999999,32.0,5.0,10.0,10.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,6,4,4,1,1,11,1,30,0
18825,106209,0,16.0,51.0,2.0,45.0,0.020246,48.0,4.0,1.0,3.0,1,1,0,1,0,0,2.0,3,3,8,0,0,0,0,0,0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,6,7,4,1,1,4,0,1,1
29703,341059,0,34.0,51.0,4.0,51.0,0.018209,48.0,20.0,28.0,3.0,1,1,0,1,0,0,2.0,3,3,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0,1,1,1,1,7,2,1,1,10,5,42,1
51029,212988,0,10.0,12.0,1.0,11.0,0.026392,49.0,8.0,19.0,4.0,1,1,1,1,1,0,2.0,2,2,12,0,0,0,0,0,0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,6,7,4,1,1,17,3,42,1
27343,358738,0,7.0,27.0,2.0,25.0,0.035792,54.0,-1001.0,27.0,9.0,1,0,0,1,1,0,1.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,3,1,4,1,17,0,57,1
38473,144408,0,11.0,59.0,4.0,45.0,0.035792,56.0,-1001.0,24.0,10.0,1,0,0,1,1,0,2.0,2,2,17,0,0,0,0,0,0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,3,4,1,1,17,6,57,0
8853,427015,1,22.0,101.0,5.0,90.0,0.072508,49.0,12.0,0.0,4.0,1,1,0,1,1,0,3.0,1,1,12,0,0,0,0,0,0,2.0,0.0,2.0,0.0,3.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,4,1,1,8,6,3,1
93825,429213,0,17.0,90.0,3.0,90.0,0.018634,38.0,2.0,9.0,9.0,1,1,1,1,1,0,2.0,2,2,14,0,0,0,0,0,0,2.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,0,6,7,2,1,1,4,0,42,0
94917,278970,0,27.0,108.0,3.0,90.0,0.008575,46.0,5.0,16.0,1.0,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,7,4,1,1,8,0,20,0
38901,223568,2,22.0,68.0,3.0,68.0,0.0228,34.0,12.0,18.0,10.0,1,1,0,1,0,0,4.0,2,2,11,0,0,0,0,0,0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0,0,6,7,2,1,1,10,4,43,1
40547,329682,0,36.0,94.0,3.0,68.0,0.018801,55.0,8.0,1.0,9.0,1,1,0,1,1,0,2.0,2,2,8,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,7,4,1,1,2,1,30,1
2481,309653,1,16.0,45.0,2.0,45.0,0.015221,33.0,1.0,8.0,4.0,1,1,0,1,0,0,2.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,1,0,0,1,6,7,1,2,1,0,5,5,1
56617,233500,0,27.0,28.0,2.0,22.0,0.00823,39.0,3.0,22.0,12.0,1,1,0,1,0,0,2.0,2,2,11,0,1,1,1,1,1,0.0,0.0,0.0,0.0,5.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,7,4,0,1,17,4,51,0
61159,315900,0,14.0,34.0,1.0,22.0,0.019101,53.0,33.0,22.0,6.0,1,1,0,1,0,0,1.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,6,7,4,2,5,6,5,53,1
82864,232445,2,29.0,76.0,3.0,68.0,0.02461,46.0,16.0,10.0,1.0,1,1,1,1,1,0,4.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,1,1,4,0,1,15,5,42,0
48431,172977,1,16.0,24.0,3.0,22.0,0.006852,29.0,1.0,4.0,9.0,1,1,0,1,0,0,3.0,3,3,12,0,0,0,0,0,0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,1,1,1,1,17,5,5,0
19812,267742,0,18.0,90.0,3.0,90.0,0.018209,40.0,15.0,15.0,12.0,1,1,0,1,0,0,1.0,3,3,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0,1,1,1,6,1,4,2,1,8,4,7,1
77545,111013,0,17.0,52.0,3.0,46.0,0.022625,29.0,2.0,22.0,0.0,1,1,0,1,0,0,2.0,2,2,15,0,0,0,1,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,0,1,6,7,4,1,1,14,4,5,1
35906,213094,1,17.0,36.0,2.0,36.0,0.035792,42.0,4.0,20.0,13.0,1,1,0,1,0,0,3.0,2,2,11,0,0,0,0,0,0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0,1,1,0,6,7,1,1,5,17,2,42,1
52020,159245,0,7.0,37.0,2.0,28.0,0.008575,28.0,1.0,28.0,3.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,7,4,1,1,2,0,28,0
86780,442990,1,14.0,55.0,3.0,45.0,0.019101,31.0,2.0,13.0,8.0,1,1,0,1,0,0,3.0,2,2,13,0,0,0,1,1,0,5.0,0.0,5.0,0.0,4.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,0,0,1,6,7,4,1,1,17,0,42,1
15630,348585,0,11.0,20.0,1.0,20.0,0.035792,54.0,8.0,11.0,8.0,1,1,0,1,0,0,1.0,2,2,10,0,0,0,1,1,0,1.4386594733358735,0.1514008944866729,1.4215920258318124,0.1062553899841559,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,1,6,1,1,2,1,3,6,42,1
3775,369597,1,7.0,20.0,1.0,20.0,0.025164,28.0,4.0,10.0,7.0,1,1,0,1,0,0,3.0,2,2,12,0,0,0,1,1,0,5.0,0.0,5.0,0.0,4.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,1,0,0,0,6,7,4,1,4,14,1,5,1
97999,274704,0,20.0,98.0,6.0,90.0,0.010966,53.0,3.0,3.0,8.0,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,1,7,4,1,1,3,2,43,0
3670,240153,1,34.0,76.0,2.0,76.0,0.0228,45.0,13.0,3.0,0.0,1,1,0,1,0,0,3.0,2,2,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,1,6,7,4,0,1,10,5,42,1
20687,353161,0,16.0,27.0,1.0,27.0,0.035792,45.0,22.0,4.0,13.0,1,1,0,1,0,0,1.0,2,2,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,6,1,1,3,1,4,2,5,1
8816,128647,0,7.0,45.0,3.0,45.0,0.035792,32.0,1.0,10.0,11.0,1,1,1,1,0,0,1.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0062868414677756,0.0069789708036775,0.0355754478653577,0.2645779741374338,0.2627669023751571,1.9065625396532435,0,1,0,0,6,7,4,3,5,16,5,5,0
52974,400433,3,8.0,81.0,2.0,68.0,0.005084,38.0,-1001.0,9.0,11.0,1,0,0,1,0,0,5.0,2,2,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,3,4,1,1,17,1,57,1
